#TIME-Wed Aug  2 16:43:30 2023
/home/wrf/git/sequences/makehomologs.py -i /mnt/data/project/speciation-synteny/datasets/homonids/GRCh38p14_vs_mPanTro3.renamed.blastp.tab -f /mnt/data/project/speciation-synteny/datasets/homonids/GCF_000001405.40_GRCh38.p14_protein.x.n.faa /mnt/data/project/speciation-synteny/datasets/homonids/GCF_028858775.1_NHGRI_mPanTro3-v1.1-hic.freeze_pri_protein.x.n.faa -p 234 -o homonids1_clusters_v1 -z 2 -s 2 -M10 -H 9 -c
#TIME-Wed Aug  2 16:43:30 2023
# Using Python version: 3.8.10
#TIME-Wed Aug  2 16:43:30 2023
# /mnt/data/project/speciation-synteny/datasets/homonids/GRCh38p14_vs_mPanTro3.renamed.blastp.tab input file detected
#TIME-Wed Aug  2 16:43:30 2023
# /mnt/data/project/speciation-synteny/datasets/homonids/GCF_000001405.40_GRCh38.p14_protein.x.n.faa /mnt/data/project/speciation-synteny/datasets/homonids/GCF_028858775.1_NHGRI_mPanTro3-v1.1-hic.freeze_pri_protein.x.n.faa used as fasta database
#TIME-Wed Aug  2 16:43:31 2023
# Counted 43451 total proteins for 2 species  Wed Aug  2 16:43:31 2023
#TIME-Wed Aug  2 16:43:35 2023
LARGE-189	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-190	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-191	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-192	11	removed
#TIME-Wed Aug  2 16:43:36 2023
F_clust	total-clusters: total number of clusters	15407
F_clust	seq_under_max_len: total sequences shorter than length cutoff 15000	40224
F_clust	max_sequences: clusters with fewer than 10 sequences	15213
F_clust	min_taxa: clusters with more than 2 taxa	15053
F_clust	taxa_mean: clusters with fewer than 9 seqs per taxon	15053
F_clust	single_copy_gene: clusters of a single copy ortholog	12799
F_clust	paralogous_gene: clusters with more than one copy in any taxon	2254
F_clust	single_species: cluster has only one taxon	160
#TIME-Wed Aug  2 16:43:36 2023
# found 2 total taxa
#TIME-Wed Aug  2 16:43:36 2023
N_genes	GRCh38p14	18236
N_genes	mPanTro3	18510
#TIME-Wed Aug  2 16:43:36 2023
N_ortho	GRCh38p14	12799
N_ortho	mPanTro3	12799
#TIME-Wed Aug  2 16:43:36 2023
N_taxa	2	15053
N_taxa	1	160
#TIME-Wed Aug  2 16:43:36 2023
#TIME-Process completed in 0.1 minutes
## Great success!!:  Wed Aug  2 16:43:36 2023
